"","registrant_name","client_name","amount_reported","date_posted","filing_year","policy_issue"
"3516","THE FERGUSON GROUP, LLC","ANDERSON-IN CITY OF",0,2011-04-18,2011,"electric_vehicles"
"3517","FIRSTENERGY CORP","FIRSTENERGY CORP",785000,2011-04-18,2011,"electric_vehicles"
"3518","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2011-04-18,2011,"electric_vehicles"
"3519","FEDEX CORPORATION","FEDEX CORPORATION",3897398,2011-04-19,2011,"electric_vehicles"
"3520","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",680000,2011-04-19,2011,"electric_vehicles"
"3521","ENVIRONMENTAL LAW AND POLICY CENTER","ENVIRONMENTAL LAW AND POLICY CENTER",0,2011-04-19,2011,"electric_vehicles"
"3522","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)",70000,2011-04-19,2011,"electric_vehicles"
"3523","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1470000,2011-04-19,2011,"electric_vehicles"
"3524","PUBLIC SERVICE ENTERPRISE GROUP","PUBLIC SERVICE ENTERPRISE GROUP",980000,2011-04-19,2011,"electric_vehicles"
"3525","MARCUS G. FAUST, PC","NV ENERGY",0,2011-04-19,2011,"electric_vehicles"
"3526","MICHAEL A. ANDREWS","PORTLAND GENERAL ELECTRIC CO",0,2011-04-19,2011,"electric_vehicles"
"3527","AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS","AMERICAN ELECTRIC POWER COMPANY, INC. AND AFFILIATED CORPORATIONS",2005210.24,2011-04-19,2011,"electric_vehicles"
"3528","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS",111000,2011-04-19,2011,"electric_vehicles"
"3529","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",165805,2011-04-20,2011,"electric_vehicles"
"3530","THE NICKLES GROUP, LLC","GENERAL MOTORS LLC",0,2011-04-20,2011,"electric_vehicles"
"3531","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2011-04-20,2011,"electric_vehicles"
"3532","XCEL ENERGY, INC","XCEL ENERGY INC",9e+05,2011-04-20,2011,"electric_vehicles"
"3533","NATIONAL GRID USA","NATIONAL GRID USA",1130000,2011-04-20,2011,"electric_vehicles"
"3534","CENTERPOINT ENERGY","CENTERPOINT ENERGY",15000,2011-04-20,2011,"electric_vehicles"
"3535","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2011-04-20,2011,"electric_vehicles"
"3536","CAPITOL TAX PARTNERS, LLP","FORD MOTOR COMPANY",0,2011-04-20,2011,"electric_vehicles"
"3537","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",3580000,2011-04-20,2011,"electric_vehicles"
"3538","NEXTERA ENERGY, INC.","NEXTERA ENERGY INC",6e+05,2011-04-20,2011,"electric_vehicles"
"3539","MARCUS G. FAUST, PC","NV ENERGY",0,2011-04-20,2011,"electric_vehicles"
"3540","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",3700000,2011-04-20,2011,"electric_vehicles"
"3541","QUALCOMM, INCORPORATED","QUALCOMM INCORPORATED",1930000,2011-04-20,2011,"electric_vehicles"
"3542","EVERSOURCE ENERGY SERVICE COMPANY","EVERSOURCE ENERGY SERVICE COMPANY",410000,2011-04-20,2011,"electric_vehicles"
"3543","NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION","NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION",610000,2011-04-20,2011,"electric_vehicles"
"3544","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2011-04-20,2011,"electric_vehicles"
"3545","MERCEDES-BENZ USA (FKA DAIMLER/MERCEDES-BENZ USA)","MERCEDES-BENZ USA (FKA DAIMLER/MERCEDES-BENZ USA",340000,2011-04-20,2011,"electric_vehicles"
"3546","ENTERGY SERVICES, LLC","ENTERGY SERVICES LLC",560000,2011-04-20,2011,"electric_vehicles"
"3547","SOUTHERN COMPANY","SOUTHERN COMPANY",4e+06,2011-04-20,2011,"electric_vehicles"
"3548","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2011-04-20,2011,"electric_vehicles"
"3549","K&L GATES, LLP","AZURE DYNAMICS",0,2011-04-20,2011,"electric_vehicles"
"3550","SHELL USA, INC. (FKA SHELL OIL COMPANY)","SHELL USA, INC. (FKA SHELL OIL COMPANY)",3880000,2011-04-20,2011,"electric_vehicles"
"3551","CAPITOL COUNSEL LLC","EDISON ELECTRIC INSTITUTE",0,2011-04-20,2011,"electric_vehicles"
"3552","PPL CORPORATION","PPL CORPORATION",640000,2011-04-20,2011,"electric_vehicles"
"3553","FCA US LLC","FCA US LLC",1035810,2011-04-20,2011,"electric_vehicles"
"3554","PINNACLE WEST CAPITAL CORPORATION","PINNACLE WEST CAPITAL CORPORATION",340000,2011-04-20,2011,"electric_vehicles"
"3555","AMERICAN HONDA MOTOR CO., INC. (FORMERLY HONDA NORTH AMERICA)","AMERICAN HONDA MOTOR CO INC (FORMERLY HONDA NORTH AMERICA)",452146.5,2011-04-21,2011,"electric_vehicles"
"3556","UNDERWRITERS LABORATORIES INC.","UNDERWRITERS LABORATORIES INC",120000,2011-04-21,2011,"electric_vehicles"
"3557","TATE STRATEGIES, INC","ELECTRIFICATION COALITION ALLIANCE",0,2011-04-21,2011,"electric_vehicles"
"3558","AMERICAN HONDA MOTOR CO., INC. (FORMERLY HONDA NORTH AMERICA)","AMERICAN HONDA MOTOR CO INC (FORMERLY HONDA NORTH AMERICA)",577241.57,2011-04-21,2011,"electric_vehicles"
"3559","CRACKER BARREL OLD COUNTRY STORE, INC.","CRACKER BARREL OLD COUNTRY STORE, INC.",30000,2011-07-07,2011,"electric_vehicles"
"3560","POLSINELLI PC","DOMESTIC ENERGY PRODUCERS ALLIANCE",0,2011-07-13,2011,"electric_vehicles"
"3561","APTIV, PLC","APTIV PLC",110743,2011-07-13,2011,"electric_vehicles"
"3562","POLSINELLI PC","SMITH ELECTRIC VEHICLES",0,2011-07-14,2011,"electric_vehicles"
"3563","GREENPEACE, INC.","GREENPEACE, INC",14543.99,2011-07-14,2011,"electric_vehicles"
"3564","GREENPEACE, INC.","GREENPEACE, INC",14543.99,2011-07-14,2011,"electric_vehicles"
"3565","ARENTFOX SCHIFF LLP","EVOLVE MOTORCYCLES LLC",0,2011-07-15,2011,"electric_vehicles"
"3566","CAPITOL SOLUTIONS","HONDA NORTH AMERICA (FORMERLY KNOWN AS AMERICAN HONDA MOTOR CO)",0,2011-07-15,2011,"electric_vehicles"
"3567","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",310000,2011-07-15,2011,"electric_vehicles"
"3568","TATE STRATEGIES, INC","SECURING AMERICA'S FUTURE ENERGY FOUNDATION (SAFE)",0,2011-07-15,2011,"electric_vehicles"
"3569","ML STRATEGIES, LLC","CAPSTONE TURBINE CORPORATION",0,2011-07-15,2011,"electric_vehicles"
"3570","TATE STRATEGIES, INC","ELECTRIFICATION COALITION ALLIANCE",0,2011-07-15,2011,"electric_vehicles"
"3571","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS",20000,2011-07-15,2011,"electric_vehicles"
"3572","MARCUS G. FAUST, PC","NV ENERGY",0,2011-07-15,2011,"electric_vehicles"
"3573","K&L GATES, LLP","AZURE DYNAMICS",0,2011-07-16,2011,"electric_vehicles"
"3574","THE FERGUSON GROUP, LLC","ANDERSON-IN CITY OF",0,2011-07-18,2011,"electric_vehicles"
"3575","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",360000,2011-07-18,2011,"electric_vehicles"
"3576","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)",70000,2011-07-18,2011,"electric_vehicles"
"3577","ASSOCIATION OF GLOBAL AUTOMAKERS, INC.","ASSOCIATION OF GLOBAL AUTOMAKERS, INC.",410000,2011-07-18,2011,"electric_vehicles"
"3578","PUGET SOUND ENERGY","PUGET SOUND ENERGY",210000,2011-07-18,2011,"electric_vehicles"
"3579","SIERRA CLUB","SIERRA CLUB",150000,2011-07-18,2011,"electric_vehicles"
"3580","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2011-07-19,2011,"electric_vehicles"
"3581","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2011-07-19,2011,"electric_vehicles"
"3582","ALPINE GROUP PARTNERS, LLC.","EATON CORPORATION",0,2011-07-19,2011,"electric_vehicles"
"3583","EATON CORPORATION","EATON CORPORATION",145509,2011-07-19,2011,"electric_vehicles"
"3584","VOLKSWAGEN GROUP OF AMERICA, INC.","VOLKSWAGEN GROUP OF AMERICA, INC.",260000,2011-07-19,2011,"electric_vehicles"
"3585","MICHAEL A. ANDREWS","PORTLAND GENERAL ELECTRIC CO",0,2011-07-19,2011,"electric_vehicles"
"3586","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2011-07-19,2011,"electric_vehicles"
"3587","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2011-07-19,2011,"electric_vehicles"
"3588","VAN HEUVELEN STRATEGIES, LLC","THE WASHINGTON TAX GROUP",0,2011-07-19,2011,"electric_vehicles"
"3589","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2011-07-19,2011,"electric_vehicles"
"3590","FEDEX CORPORATION","FEDEX CORPORATION",2843285,2011-07-19,2011,"electric_vehicles"
"3591","ELECTRIC DRIVE TRANSPORTATION ASSOCIATION","ELECTRIC DRIVE TRANSPORTATION ASSOCIATION",70000,2011-07-19,2011,"electric_vehicles"
"3592","CONSTELLATION ENERGY GROUP","CONSTELLATION ENERGY GROUP",640000,2011-07-20,2011,"electric_vehicles"
"3593","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",193479,2011-07-20,2011,"electric_vehicles"
"3594","NELSON MULLINS RILEY & SCARBOROUGH","PI MOBILITY",0,2011-07-20,2011,"electric_vehicles"
"3595","NELSON MULLINS RILEY & SCARBOROUGH","PI MOBILITY",0,2011-07-20,2011,"electric_vehicles"
"3596","CENTERPOINT ENERGY","CENTERPOINT ENERGY",15000,2011-07-20,2011,"electric_vehicles"
"3597","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1730000,2011-07-20,2011,"electric_vehicles"
"3598","THE NICKLES GROUP, LLC","GENERAL MOTORS LLC",0,2011-07-20,2011,"electric_vehicles"
"3599","ELECTRIFICATION COALITION ALLIANCE","ELECTRIFICATION COALITION ALLIANCE",60000,2011-07-20,2011,"electric_vehicles"
"3600","SECURING AMERICA'S FUTURE ENERGY ALLIANCE","SECURING AMERICA'S FUTURE ENERGY ALLIANCE",70000,2011-07-20,2011,"electric_vehicles"
"3601","PUBLIC SERVICE ENTERPRISE GROUP","PUBLIC SERVICE ENTERPRISE GROUP",820000,2011-07-20,2011,"electric_vehicles"
"3602","DTE ENERGY","DTE ENERGY",380000,2011-07-20,2011,"electric_vehicles"
"3603","TOYOTA MOTOR NORTH AMERICA, INC. (TMA)","TOYOTA MOTOR NORTH AMERICA INC (TMA)",1288000,2011-07-20,2011,"electric_vehicles"
"3604","CASCADE ASSOCIATES","FUEL CELL AND HYDROGEN ENERGY ASSOCIATION FORMALLY KNOWN AS US FUEL CELL COUNCIL",0,2011-07-20,2011,"electric_vehicles"
"3605","JOHNSON CONTROLS, INC AND AFFILIATES","JOHNSON CONTROLS INC",99000,2011-07-20,2011,"electric_vehicles"
"3606","HOGAN LOVELLS US LLP","NISSAN NORTH AMERICA",0,2011-07-20,2011,"electric_vehicles"
"3607","UIL HOLDINGS CORPORATION","UIL HOLDINGS CORPORATION",12500,2011-07-20,2011,"electric_vehicles"
"3608","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2011-07-20,2011,"electric_vehicles"
"3609","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",1940000,2011-07-20,2011,"electric_vehicles"
"3610","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2011-07-20,2011,"electric_vehicles"
"3611","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",3230000,2011-07-20,2011,"electric_vehicles"
"3612","CMS ENERGY CORP","CMS ENERGY CORP",230000,2011-07-20,2011,"electric_vehicles"
"3613","NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION","NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION",580000,2011-07-20,2011,"electric_vehicles"
"3614","BLUE GREEN ALLIANCE","BLUE GREEN ALLIANCE",245000,2011-07-20,2011,"electric_vehicles"
"3615","XCEL ENERGY, INC","XCEL ENERGY INC",450000,2011-07-20,2011,"electric_vehicles"
"3616","CAPITOL TAX PARTNERS, LLP","FORD MOTOR COMPANY",0,2011-07-20,2011,"electric_vehicles"
"3617","XCEL ENERGY, INC","XCEL ENERGY INC",930000,2011-07-20,2011,"electric_vehicles"
"3618","CAPITOL COUNSEL LLC","EDISON ELECTRIC INSTITUTE",0,2011-07-20,2011,"electric_vehicles"
"3619","PPL CORPORATION","PPL CORPORATION",250000,2011-07-20,2011,"electric_vehicles"
"3620","KEARNEY, DONOVAN & MCGEE","NATIONAL GRID",0,2011-07-20,2011,"electric_vehicles"
"3621","QUALCOMM, INCORPORATED","QUALCOMM INCORPORATED",1950000,2011-07-20,2011,"electric_vehicles"
"3622","PANASONIC CORPORATION OF NORTH AMERICA (PNA)","PANASONIC CORPORATION OF NORTH AMERICA (PNA)",180000,2011-07-20,2011,"electric_vehicles"
"3623","NEXTERA ENERGY, INC.","NEXTERA ENERGY INC",470000,2011-07-20,2011,"electric_vehicles"
"3624","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",6770000,2011-07-20,2011,"electric_vehicles"
"3625","SOUTHERN COMPANY","SOUTHERN COMPANY",2120000,2011-07-20,2011,"electric_vehicles"
"3626","ENTERPRISE HOLDINGS, INC.","ENTERPRISE HOLDINGS, INC.",136500,2011-07-20,2011,"electric_vehicles"
"3627","ELECTRIC POWER SUPPLY ASSOCIATION","ELECTRIC POWER SUPPLY ASSOCIATION",140000,2011-07-20,2011,"electric_vehicles"
"3628","ELECTRIC POWER SUPPLY ASSOCIATION","ELECTRIC POWER SUPPLY ASSOCIATION",140000,2011-07-20,2011,"electric_vehicles"
"3629","NATIONAL GRID USA","NATIONAL GRID USA",420000,2011-07-20,2011,"electric_vehicles"
"3630","AMERICAN JEWISH COMMITTEE","AMERICAN JEWISH COMMITTEE",50000,2011-07-20,2011,"electric_vehicles"
"3631","VANDERBILT UNIVERSITY","VANDERBILT UNIVERSITY",30000,2011-07-20,2011,"electric_vehicles"
"3632","PORTLAND GENERAL ELECTRIC","PORTLAND GENERAL ELECTRIC",80000,2011-07-20,2011,"electric_vehicles"
"3633","ENVIRONMENT AMERICA, INC.","ENVIRONMENT AMERICA INC",61000,2011-07-20,2011,"electric_vehicles"
"3634","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2011-07-20,2011,"electric_vehicles"
"3635","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2011-07-21,2011,"electric_vehicles"
"3636","VANDERBILT UNIVERSITY","VANDERBILT UNIVERSITY",30000,2011-07-25,2011,"electric_vehicles"
"3637","CAPITOL SOLUTIONS","HONDA NORTH AMERICA (FORMERLY KNOWN AS AMERICAN HONDA MOTOR CO)",0,2011-10-10,2011,"electric_vehicles"
"3638","EATON CORPORATION","EATON CORPORATION",151858,2011-10-12,2011,"electric_vehicles"
"3639","POLSINELLI PC","DOMESTIC ENERGY PRODUCERS ALLIANCE",0,2011-10-12,2011,"electric_vehicles"
"3640","POLSINELLI PC","SMITH ELECTRIC VEHICLES",0,2011-10-12,2011,"electric_vehicles"
"3641","APTIV, PLC","APTIV PLC",106396,2011-10-13,2011,"electric_vehicles"
"3642","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)",70000,2011-10-17,2011,"electric_vehicles"
"3643","ARENTFOX SCHIFF LLP","EVOLVE MOTORCYCLES LLC",0,2011-10-17,2011,"electric_vehicles"
"3644","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2011-10-18,2011,"electric_vehicles"
"3645","BEN BARNES GROUP LP","GENERAL MOTORS LLC",0,2011-10-18,2011,"electric_vehicles"
"3646","ALPINE GROUP PARTNERS, LLC.","NRG ENERGY INC",0,2011-10-18,2011,"electric_vehicles"
"3647","DUKE ENERGY CORPORATION","DUKE ENERGY CORPORATION",1600000,2011-10-18,2011,"electric_vehicles"
"3648","MARCUS G. FAUST, PC","NV ENERGY",0,2011-10-18,2011,"electric_vehicles"
"3649","ELECTRIFICATION COALITION ALLIANCE","ELECTRIFICATION COALITION ALLIANCE",70000,2011-10-18,2011,"electric_vehicles"
"3650","ELECTRIFICATION COALITION ALLIANCE","ELECTRIFICATION COALITION ALLIANCE",70000,2011-10-18,2011,"electric_vehicles"
"3651","SECURING AMERICA'S FUTURE ENERGY ALLIANCE","SECURING AMERICA'S FUTURE ENERGY ALLIANCE",80000,2011-10-18,2011,"electric_vehicles"
"3652","MICHAEL A. ANDREWS","PORTLAND GENERAL ELECTRIC CO",0,2011-10-18,2011,"electric_vehicles"
"3653","VOLKSWAGEN GROUP OF AMERICA, INC.","VOLKSWAGEN GROUP OF AMERICA, INC.",220000,2011-10-19,2011,"electric_vehicles"
"3654","ML STRATEGIES, LLC","CAPSTONE TURBINE CORPORATION",0,2011-10-19,2011,"electric_vehicles"
"3655","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",340000,2011-10-19,2011,"electric_vehicles"
"3656","AMERICAN JEWISH COMMITTEE","AMERICAN JEWISH COMMITTEE",30000,2011-10-19,2011,"electric_vehicles"
"3657","TATE STRATEGIES, INC","ELECTRIFICATION COALITION ALLIANCE",0,2011-10-19,2011,"electric_vehicles"
"3658","THE NICKLES GROUP, LLC","GENERAL MOTORS LLC",0,2011-10-19,2011,"electric_vehicles"
"3659","TATE STRATEGIES, INC","SECURING AMERICA'S FUTURE ENERGY FOUNDATION (SAFE)",0,2011-10-19,2011,"electric_vehicles"
"3660","CONSTELLATION ENERGY GROUP","CONSTELLATION ENERGY GROUP",620000,2011-10-19,2011,"electric_vehicles"
"3661","DTE ENERGY","DTE ENERGY",280000,2011-10-19,2011,"electric_vehicles"
"3662","ENTERPRISE HOLDINGS, INC.","ENTERPRISE HOLDINGS, INC.",116000,2011-10-19,2011,"electric_vehicles"
"3663","DOW LOHNES GOVERNMENT STRATEGIES LLC","NATIONAL GRID USA",0,2011-10-19,2011,"electric_vehicles"
"3664","ALPINE GROUP PARTNERS, LLC.","EATON CORPORATION",0,2011-10-19,2011,"electric_vehicles"
"3665","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",3e+05,2011-10-19,2011,"electric_vehicles"
"3666","DUTKO WORLDWIDE, LLC","GENERAL MOTORS COMPANY",0,2011-10-19,2011,"electric_vehicles"
"3667","THE FERGUSON GROUP, LLC","ANDERSON-IN CITY OF",0,2011-10-19,2011,"electric_vehicles"
"3668","NATIONAL GRID USA","NATIONAL GRID USA",570000,2011-10-20,2011,"electric_vehicles"
"3669","FORD MOTOR COMPANY","FORD MOTOR COMPANY",1733000,2011-10-20,2011,"electric_vehicles"
"3670","PUBLIC SERVICE ENTERPRISE GROUP","PUBLIC SERVICE ENTERPRISE GROUP",630000,2011-10-20,2011,"electric_vehicles"
"3671","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2011-10-20,2011,"electric_vehicles"
"3672","VAN HEUVELEN STRATEGIES, LLC","THE WASHINGTON TAX GROUP",0,2011-10-20,2011,"electric_vehicles"
"3673","QGA PUBLIC AFFAIRS (FORMERLY QUINN GILLESPIE & ASSOCIATES)","CODA AUTOMOTIVE",0,2011-10-20,2011,"electric_vehicles"
"3674","XCEL ENERGY, INC","XCEL ENERGY INC",380000,2011-10-20,2011,"electric_vehicles"
"3675","PPL CORPORATION","PPL CORPORATION",250000,2011-10-20,2011,"electric_vehicles"
"3676","CRACKER BARREL OLD COUNTRY STORE, INC.","CRACKER BARREL OLD COUNTRY STORE, INC.",10000,2011-10-20,2011,"electric_vehicles"
"3677","GENERAL MOTORS COMPANY","GENERAL MOTORS COMPANY",1780000,2011-10-20,2011,"electric_vehicles"
"3678","SOUTHERN COMPANY","SOUTHERN COMPANY",2130000,2011-10-20,2011,"electric_vehicles"
"3679","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2011-10-20,2011,"electric_vehicles"
"3680","NOSSAMAN LLP","GENERAL ELECTRIC COMPANY",0,2011-10-20,2011,"electric_vehicles"
"3681","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",2580000,2011-10-20,2011,"electric_vehicles"
"3682","CENTERPOINT ENERGY","CENTERPOINT ENERGY",15000,2011-10-20,2011,"electric_vehicles"
"3683","UIL HOLDINGS CORPORATION","UIL HOLDINGS CORPORATION",12500,2011-10-20,2011,"electric_vehicles"
"3684","FEDEX CORPORATION","FEDEX CORPORATION",3486540,2011-10-20,2011,"electric_vehicles"
"3685","HOGAN LOVELLS US LLP","NISSAN NORTH AMERICA",0,2011-10-20,2011,"electric_vehicles"
"3686","PUGET SOUND ENERGY","PUGET SOUND ENERGY",190000,2011-10-20,2011,"electric_vehicles"
"3687","AMEREN SERVICES","AMEREN SERVICES",430000,2011-10-20,2011,"electric_vehicles"
"3688","PANASONIC CORPORATION OF NORTH AMERICA (PNA)","PANASONIC CORPORATION OF NORTH AMERICA (PNA)",150000,2011-10-20,2011,"electric_vehicles"
"3689","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS",32000,2011-10-20,2011,"electric_vehicles"
"3690","CMS ENERGY CORP","CMS ENERGY CORP",220000,2011-10-20,2011,"electric_vehicles"
"3691","K&L GATES, LLP","AZURE DYNAMICS",0,2011-10-20,2011,"electric_vehicles"
"3692","CAPITOL COUNSEL LLC","EDISON ELECTRIC INSTITUTE",0,2011-10-20,2011,"electric_vehicles"
"3693","SIERRA CLUB","SIERRA CLUB",1e+05,2011-10-20,2011,"electric_vehicles"
"3694","MOTORCYCLE INDUSTRY COUNCIL","MOTORCYCLE INDUSTRY COUNCIL",40000,2011-10-20,2011,"electric_vehicles"
"3695","KEARNEY, DONOVAN & MCGEE","NATIONAL GRID",0,2011-10-20,2011,"electric_vehicles"
"3696","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)","GENERAL ELECTRIC COMPANY (INCLUDING SUBSIDIARIES)",5650000,2011-10-20,2011,"electric_vehicles"
"3697","QUALCOMM, INCORPORATED","QUALCOMM INCORPORATED",1430000,2011-10-20,2011,"electric_vehicles"
"3698","ELECTRIC POWER SUPPLY ASSOCIATION","ELECTRIC POWER SUPPLY ASSOCIATION",140000,2011-10-20,2011,"electric_vehicles"
"3699","PORTLAND GENERAL ELECTRIC","PORTLAND GENERAL ELECTRIC",70000,2011-10-20,2011,"electric_vehicles"
"3700","ENVIRONMENT AMERICA, INC.","ENVIRONMENT AMERICA INC",53000,2011-10-21,2011,"electric_vehicles"
"3701","CGCN GROUP, LLC (FORMERLY KNOWN AS CLARK GEDULDIG CRANFORD & NIELSEN, LLC)","GENERAL MOTORS COMPANY",0,2011-10-21,2011,"electric_vehicles"
"3702","AMERICAN AUTOMOBILE ASSOCIATION","AMERICAN AUTOMOBILE ASSOCIATION",144800,2011-10-21,2011,"electric_vehicles"
"3703","SIGNAL GROUP CONSULTING, LLC","SIMBOL MATERIALS, LLC (FKA SIMBOL, INC.)",0,2011-10-21,2011,"electric_vehicles"
"3704","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2011-10-26,2011,"electric_vehicles"
"3705","CAPITOL TAX PARTNERS, LLP","FORD MOTOR COMPANY",0,2011-10-26,2011,"electric_vehicles"
"3706","NATIONAL FIRE PROTECTION ASSOCIATION","NATIONAL FIRE PROTECTION ASSOCIATION",0,2011-11-10,2011,"electric_vehicles"
"3707","ELECTRIFICATION COALITION ALLIANCE","ELECTRIFICATION COALITION ALLIANCE",70000,2012-01-12,2011,"electric_vehicles"
"3708","SECURING AMERICA'S FUTURE ENERGY ALLIANCE","SECURING AMERICA'S FUTURE ENERGY ALLIANCE",80000,2012-01-12,2011,"electric_vehicles"
"3709","BEN BARNES GROUP LP","GENERAL MOTORS LLC",0,2012-01-13,2011,"electric_vehicles"
"3710","CAPITOL SOLUTIONS","HONDA NORTH AMERICA (FORMERLY KNOWN AS AMERICAN HONDA MOTOR CO)",0,2012-01-13,2011,"electric_vehicles"
"3711","EATON CORPORATION","EATON CORPORATION",230663,2012-01-16,2011,"electric_vehicles"
"3712","JOHNSON CONTROLS, INC AND AFFILIATES","JOHNSON CONTROLS INC",78000,2012-01-17,2011,"electric_vehicles"
"3713","ELECTRIC POWER SUPPLY ASSOCIATION","ELECTRIC POWER SUPPLY ASSOCIATION",135000,2012-01-17,2011,"electric_vehicles"
"3714","DUTKO WORLDWIDE, LLC","GENERAL MOTORS COMPANY",0,2012-01-17,2011,"electric_vehicles"
"3715","PROGRESS ENERGY, INC.","PROGRESS ENERGY INC",370000,2012-01-18,2011,"electric_vehicles"
"3716","MR. RONALD CLEMENTS","EDISON ELECTRIC INSTITUTE",0,2012-01-18,2011,"electric_vehicles"
"3717","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2012-01-18,2011,"electric_vehicles"
"3718","VAN HEUVELEN STRATEGIES, LLC","AEROVIRONMENT, INC.",0,2012-01-18,2011,"electric_vehicles"
"3719","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)","GREAT PLAINS ENERGY (FORMERLY KANSAS CITY POWER & LIGHT)",70000,2012-01-18,2011,"electric_vehicles"
"3720","K&L GATES, LLP","AZURE DYNAMICS",0,2012-01-18,2011,"electric_vehicles"
"3721","VAN HEUVELEN STRATEGIES, LLC","THE WASHINGTON TAX GROUP",0,2012-01-18,2011,"electric_vehicles"
"3722","CAPITOL TAX PARTNERS, LLP","EDISON ELECTRIC INSTITUTE",0,2012-01-19,2011,"electric_vehicles"
"3723","CONSTELLATION ENERGY GROUP","CONSTELLATION ENERGY GROUP",860000,2012-01-19,2011,"electric_vehicles"
"3724","ALPINE GROUP PARTNERS, LLC.","EATON CORPORATION",0,2012-01-19,2011,"electric_vehicles"
"3725","ALPINE GROUP PARTNERS, LLC.","FORD MOTOR COMPANY",0,2012-01-19,2011,"electric_vehicles"
"3726","TATE STRATEGIES, INC","ELECTRIFICATION COALITION ALLIANCE",0,2012-01-19,2011,"electric_vehicles"
"3727","THE NICKLES GROUP, LLC","GENERAL MOTORS LLC",0,2012-01-19,2011,"electric_vehicles"
"3728","UIL HOLDINGS CORPORATION","UIL HOLDINGS CORPORATION",12500,2012-01-19,2011,"electric_vehicles"
