"","registrant_name","client_name","amount_reported","date_posted","filing_year","policy_issue"
"9808","THE OB-C GROUP, LLC","CENTRUS ENERGY -- FORMERLY KNOW AS UNITED STATES ENRICHMENT CORPORATION",0,2014-01-22,2013,"nuclear_energy"
"9809","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS","AUSTIN ENERGY/CITY OF AUSTIN, TEXAS",8000,2014-01-22,2013,"nuclear_energy"
"9810","HOGAN LOVELLS US LLP","EDISON INTERNATIONAL",0,2014-01-22,2013,"nuclear_energy"
"9811","NELSON MULLINS RILEY & SCARBOROUGH","AREVA ENTERPRISES INC",0,2014-01-22,2013,"nuclear_energy"
"9812","MAYER BROWN LLP","MITSUBISHI NUCLEAR ENERGY SYSTEMS, INC.",0,2014-01-22,2013,"nuclear_energy"
"9813","EDISON ELECTRIC INSTITUTE","EDISON ELECTRIC INSTITUTE",2530000,2014-01-22,2013,"nuclear_energy"
"9814","EXELON BUSINESS SERVICES, LLC","EXELON BUSINESS SERVICES LLC",1100000,2014-01-23,2013,"nuclear_energy"
"9815","SELLERY ASSOCIATES","XCEL ENERGY",0,2014-01-23,2013,"nuclear_energy"
"9816","GOVERNMENTAL STRATEGIES, INC.","NUCLEAR ENERGY INSTITUTE",0,2014-01-27,2013,"nuclear_energy"
"9817","GOVERNMENTAL STRATEGIES, INC.","PSEG SERVICES CORP",0,2014-01-27,2013,"nuclear_energy"
"9818","MAYER BROWN LLP","MITSUBISHI NUCLEAR ENERGY SYSTEMS, INC.",0,2014-01-28,2013,"nuclear_energy"
"9819","LTD GROUP, LLC","EDISON ELECTRIC INSTITUTE",0,2014-02-11,2013,"nuclear_energy"
"9820","LTD GROUP, LLC","SOUTHERN COMPANY",0,2014-02-19,2013,"nuclear_energy"
"9821","K&L GATES, LLP","BABCOCK & WILCOX COMPANY",0,2014-02-28,2013,"nuclear_energy"
"9822","CONCORDIA POWER","NEXT GENERATION NUCLEAR PLANT INDUSTRY ALLIANCE",0,2014-03-27,2014,"nuclear_energy"
"9823","OMER F. BROWN, II LAW OFFICE","CONTRACTORS INTERNATIONAL GROUP ON NUCLEAR LIABILITY",0,2014-04-08,2014,"nuclear_energy"
"9824","DS2 GROUP, LLC","NUCLEAR ENERGY INSTITUTE",0,2014-04-08,2014,"nuclear_energy"
"9825","DS2 GROUP, LLC","EXELON CORPORATION",0,2014-04-08,2014,"nuclear_energy"
"9826","DS2 GROUP, LLC","PUBLIC SERVICE ENTERPRISE GROUP",0,2014-04-08,2014,"nuclear_energy"
"9827","DS2 GROUP, LLC","ENTERGY SERVICES LLC",0,2014-04-08,2014,"nuclear_energy"
"9828","K&L GATES, LLP","BABCOCK & WILCOX COMPANY",0,2014-04-10,2014,"nuclear_energy"
"9829","CARBONLEAF LLC","INDUSTRIAL ENERGY CONSUMERS OF AMERICA",0,2014-04-11,2014,"nuclear_energy"
"9830","THE NICKLES GROUP, LLC","EXELON BUSINESS SERVICES COMPANY",0,2014-04-14,2014,"nuclear_energy"
"9831","PEPCO HOLDINGS, INC.","PEPCO HOLDINGS INC",320000,2014-04-14,2014,"nuclear_energy"
"9832","BEVERLY MARSHALL","NUCLEAR ENERGY INSTITUTE",0,2014-04-15,2014,"nuclear_energy"
"9833","AMERICAN PHYSICAL SOCIETY","AMERICAN PHYSICAL SOCIETY",1e+05,2014-04-15,2014,"nuclear_energy"
